SessionID,politics_new,politics,dogkick,endangered,overweight,anthill,palm,cards,stealpoor,apartment,ballots,racepledge,sportsbet,flagburn,talkradio,familyshun,citizenrenounce,leaveclub,parentcurse,founderscurse,handgesture,rottentomato,fatherslap,soulsell,eatdog,tail,molesterblood,stageanimal,sex,gender,Age,education,educ_num,religion_attend,Religion_attend_num
25457, Other,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,1,8, F,0,55, Completed College/University,6, 99,
25459, Liberal,2,7,5,6,3,4,6,7,5,7,7,2,4,5,8,8,5,6,4,4,3,2,4,6,7,5,7, M,1,32, No Answer,, 99,
25474, Conservative,6,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,1,8, M,1,33, Some Graduate/Professional School,7, one or more times each week,3
25475, Moderate/middle-of-the-road,4,8,8,8,7,8,7,7,8,8,8,7,6,8,8,7,7,8,7,7,7,7,8,8,8,8,8, F,0,53, Completed College/University,6, Never,0
25518, Liberal,2,4,8,5,1,8,4,6,4,8,8,1,4,3,5,6,6,5,3,7,4,1,3,4,6,1,8, M,1,28, Completed Graduate/Professional Degree,9, Never,0
25522, Very Liberal,1,8,8,8,3,8,7,8,8,8,8,8,2,5,8,8,8,8,1,8,1,1,8,7,8,1,8, F,0,52, Some Graduate/Professional School,7, a few times a year,1
25525, Very Liberal,1,8,8,6,4,8,6,8,6,8,8,7,4,7,1,1,8,5,4,1,1,1,7,3,8,1,4, M,1,22, Currently in College,5, Never,0
25534, Liberal,2,8,5,4,1,8,2,8,4,3,5,1,2,2,8,6,7,8,2,3,1,2,5,8,8,4,5, M,1,55, Completed College/University,6, Never,0
25538, Liberal,2,5,6,1,4,5,1,6,2,1,7,1,3,4,3,2,6,4,2,7,1,1,6,6,7,6,7, F,0,24, Completed Graduate/Professional Degree,9, Never,0
25540, Don't know/not political,,8,8,8,7,7,7,8,8,7,8,1,7,7,7,1,8,8,7,7,7,7,1,7,8,7,7, F,0,29, Currently in Graduate/Professional Sch,, Never,0
25546, Libertarian,,8,8,8,7,8,5,7,6,8,8,1,1,3,7,4,6,5,1,2,1,1,2,7,6,3,3, M,1,36, Completed Graduate/Professional Degree,9, Never,0
25550, Liberal,2,8,8,8,6,8,7,8,8,8,8,7,8,8,8,8,7,8,7,6,1,6,8,8,8,1,8, F,0,66, Completed Graduate/Professional Degree,9, one or more times each week,3
25561, Very Liberal,1,8,8,8,7,7,6,8,7,7,8,1,5,6,8,8,8,8,1,8,6,6,8,8,8,8,8, F,0,27, Completed Graduate/Professional Degree,9, Never,0
25565, Very Liberal,1,8,8,8,1,8,7,8,7,8,8,1,1,4,7,1,6,3,1,7,3,1,4,8,8,1,8, F,0,30, Completed Graduate/Professional Degree,9, Never,0
25566, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,1,8,8,1,1,7,8,8,8,1,8,8,8,,1,8, M,1,53, Completed Graduate/Professional Degree,9, Never,0
25567, Very Liberal,1,1,1,6,1,8,8,8,8,7,7,1,8,8,1,1,1,1,1,6,8,5,8,8,8,1,8, F,0,41, Completed Graduate/Professional Degree,9, Never,0
25571, Very Liberal,1,8,8,7,7,8,8,8,1,8,8,7,1,7,8,7,7,8,7,7,1,7,7,8,8,1,8, F,0,45, Some College/University,4, a few times a year,1
25574, Very Liberal,1,5,6,5,2,5,5,8,6,7,7,1,1,6,7,1,8,7,2,7,1,1,6,8,8,7,4, M,1,45, Completed College/University,6, Never,0
25579, Very Liberal,1,8,8,5,8,8,8,1,5,1,8,1,1,1,8,1,8,8,1,4,1,1,4,8,8,1,5, F,0,19, Currently in College,5, Never,0
25580, Slightly Liberal,3,5,5,3,3,8,3,5,3,8,5,2,3,3,4,3,4,4,1,5,2,1,2,5,7,1,5, F,0,20, Currently in College,5, a few times a month,2
25587, Liberal,2,8,8,8,5,8,6,8,7,8,8,4,3,6,8,7,7,8,4,8,1,1,4,4,8,6,2, M,1,26, Completed Graduate/Professional Degree,9, Never,0
25588, Slightly Liberal,3,5,5,3,1,6,4,6,4,6,6,3,3,4,7,6,5,7,2,5,4,1,3,4,7,5,5, M,1,27, Currently in Graduate/Professional Sch,, Never,0
25589, Libertarian,,8,8,8,1,8,8,8,8,8,8,1,1,4,7,7,8,8,1,7,1,8,1,1,1,1,1, M,1,31, Completed Graduate/Professional Degree,9, a few times a year,1
25591, Slightly Liberal,3,8,8,5,1,8,8,8,4,8,8,3,3,3,8,6,4,8,1,5,8,1,1,5,6,1,5, M,1,41, Completed Graduate/Professional Degree,9, Never,0
25592, Very Liberal,1,7,8,5,2,6,4,5,4,7,7,1,1,1,7,7,6,7,1,3,1,1,1,4,5,2,3, M,1,34, No Answer,, 99,
25593, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,1,1,8,8,8,8,8,1,3,3,1,1,8,7,1,6, F,0,60, Completed Graduate/Professional Degree,9, a few times a month,2
25598, Liberal,2,8,8,7,3,8,3,8,4,8,8,1,6,4,8,8,8,7,2,3,5,8,3,8,8,1,4, M,1,25, Some Graduate/Professional School,7, Never,0
25599, Slightly Liberal,3,8,8,8,4,8,8,8,8,8,8,4,4,8,8,8,6,8,4,8,4,4,8,8,8,8,8, F,0,63, Some Graduate/Professional School,7, one or more times each week,3
25605, Liberal,2,8,8,6,8,8,8,8,6,8,8,4,4,5,8,8,7,8,4,8,8,6,5,6,7,8,6, M,1,60, Completed Graduate/Professional Degree,9, a few times a month,2
25606, Slightly Liberal,3,8,8,7,7,8,7,8,7,8,8,1,4,6,8,7,5,8,4,4,3,4,8,8,7,3,8, F,0,36, Completed College/University,6, a few times a year,1
25609, Slightly Liberal,3,4,6,4,1,5,3,6,4,8,7,1,1,2,6,8,7,5,1,1,1,1,1,5,8,1,4, M,1,21, Currently in College,5, Never,0
25617, Liberal,2,8,8,8,1,8,8,8,8,8,8,5,7,8,8,8,5,,1,4,8,8,8,8,8,5,8, M,1,29, Completed Graduate/Professional Degree,9, one or more times each week,3
25619, Conservative,6,8,6,6,1,8,7,8,8,8,8,7,8,8,8,8,5,8,4,5,4,7,8,7,8,8,8, F,0,25, Currently in Graduate/Professional Sch,, Never,0
25621, Liberal,2,8,8,8,3,8,4,8,8,8,8,3,4,4,8,5,6,7,1,2,1,4,5,8,8,6,7, F,0,38, Currently in Graduate/Professional Sch,, Never,0
25625, Slightly Liberal,3,5,7,3,3,4,4,7,5,5,4,4,3,6,7,5,6,6,3,3,1,3,8,4,6,5,4, M,1,19, Currently in College,5, a few times a year,1
25626, Slightly Liberal,3,8,8,6,4,7,8,8,5,1,8,8,1,6,8,1,6,8,3,4,1,1,4,8,7,1,6, M,1,21, Currently in Graduate/Professional Sch,, a few times a month,2
25633, Libertarian,,8,8,7,6,8,7,8,6,8,8,5,8,6,7,7,7,8,7,7,7,6,8,8,8,8,8, F,0,33, Completed Graduate/Professional Degree,9, Never,0
25641, Liberal,2,8,8,8,3,8,8,8,8,6,8,4,4,5,6,7,4,8,1,5,4,8,7,8,8,8,3, M,1,27, Completed Graduate/Professional Degree,9, one or more times each week,3
25649, Very Liberal,1,8,8,8,6,8,7,8,6,8,8,2,4,6,8,7,6,7,3,5,8,1,5,7,8,1,5, M,1,65, Completed Graduate/Professional Degree,9, a few times a year,1
25650, Liberal,2,6,6,6,2,4,5,8,5,8,7,3,3,5,5,1,8,5,2,6,2,1,1,6,8,1,7, F,0,22, Completed College/University,6, Never,0
25651, Liberal,2,8,8,8,1,8,7,8,8,1,1,1,1,1,8,1,,7,1,1,1,1,1,8,8,8,5, M,1,41, Completed Graduate/Professional Degree,9, Never,0
25652, Moderate/middle-of-the-road,4,,8,8,8,8,8,,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8, M,1,61, Completed Graduate/Professional Degree,9, Never,0
25655, Liberal,2,8,8,8,2,8,8,8,8,8,8,1,6,3,8,8,8,8,1,8,4,2,8,8,8,7,6, F,0,28, Completed Graduate/Professional Degree,9, a few times a year,1
25659, Slightly Liberal,3,8,8,5,4,8,6,8,6,8,8,3,4,4,7,8,7,7,4,6,6,1,8,6,8,1,7, F,0,56, Completed Graduate/Professional Degree,9, Never,0
25690, Libertarian,,8,8,1,1,8,1,8,5,8,8,1,1,1,1,8,1,1,1,1,1,1,1,8,8,1,8, F,0,24, Completed College/University,6, Never,0
25699, Liberal,2,2,8,4,2,8,2,8,5,1,6,2,1,2,5,1,1,1,1,1,1,2,1,8,7,1,2, M,1,44, Completed Graduate/Professional Degree,9, Never,0
25701, Liberal,2,8,8,8,2,8,6,8,3,4,8,1,1,3,8,1,8,8,1,6,1,4,1,8,8,1,8, F,0,62, Completed College/University,6, Never,0
25707, Liberal,2,8,6,4,1,8,1,8,4,5,7,4,1,1,7,1,4,1,1,4,1,1,1,8,7,1,6, F,0,22, Currently in College,5, a few times a year,1
25712, Very Liberal,1,8,7,4,2,6,6,7,6,7,8,7,3,3,8,6,8,5,1,4,1,2,8,7,8,8,5, M,1,33, Completed Graduate/Professional Degree,9, Never,0
25717, Liberal,2,8,5,4,2,7,4,8,6,8,8,1,1,3,8,8,5,8,1,4,1,1,4,1,7,1,3, M,1,21, Currently in College,5, a few times a year,1
25721, Liberal,2,8,8,8,4,8,7,8,4,8,7,1,4,4,7,7,4,5,1,3,1,1,4,8,8,8,8, F,0,25, Completed Graduate/Professional Degree,9, Never,0
25726, Libertarian,,5,7,5,1,6,1,5,3,7,6,2,3,2,7,7,6,3,1,5,2,2,8,7,7,6,5, M,1,23, Completed College/University,6, a few times a year,1
25731, Liberal,2,8,8,8,8,8,7,8,8,8,8,1,1,5,8,7,8,8,1,1,3,1,1,8,8,6,7, F,0,37, Completed Graduate/Professional Degree,9, Never,0
25732, Slightly Conservative,5,8,8,8,3,8,8,8,6,8,8,1,5,5,8,7,8,8,3,7,5,1,8,8,8,7,7, F,0,46, No Answer,, Never,0
25737, Liberal,2,8,8,8,3,8,6,8,5,8,8,3,5,5,8,6,6,8,3,5,3,1,8,8,7,3,6, M,1,38, Completed Graduate/Professional Degree,9, a few times a year,1
25741, Libertarian,,8,8,5,4,8,5,8,5,8,8,1,8,5,8,6,5,8,1,6,1,5,1,1,6,4,3, M,1,57, Completed Graduate/Professional Degree,9, Never,0
25744, Liberal,2,8,8,5,3,8,6,8,5,1,8,4,4,5,7,1,5,8,1,4,1,5,8,7,7,6,5, M,1,30, Completed Graduate/Professional Degree,9, a few times a year,1
25756, Slightly Liberal,3,8,7,5,4,3,4,6,4,6,5,2,1,2,5,7,7,4,1,3,3,1,6,6,8,3,6, F,0,30, Completed Graduate/Professional Degree,9, Never,0
25757, Liberal,2,5,5,3,2,3,3,4,3,5,7,1,3,2,5,6,5,4,1,3,3,1,3,4,5,1,3, M,1,19, Currently in College,5, a few times a month,2
25760, Very Liberal,1,8,8,8,3,8,5,8,5,8,8,1,5,5,8,7,7,8,1,7,8,1,1,7,7,6,6, F,0,36, Some Graduate/Professional School,7, one or more times each week,3
25761, Liberal,2,8,8,8,4,8,1,8,5,1,8,1,1,4,8,8,1,8,5,1,1,1,1,8,8,8,7, F,0,33, Completed Graduate/Professional Degree,9, Never,0
25772, Liberal,2,8,7,7,1,7,6,7,6,8,8,4,5,6,8,7,6,8,5,6,5,4,6,7,7,1,6, M,1,52, Completed Graduate/Professional Degree,9, Never,0
25774, Very Liberal,1,8,8,8,1,8,8,8,8,8,8,1,1,1,1,8,8,7,1,1,1,1,1,5,8,1,4, M,1,31, Currently in Graduate/Professional Sch,, Never,0
25783, Other,,4,5,2,1,4,1,4,3,4,4,1,3,4,6,5,6,4,2,4,1,4,1,5,7,1,1, M,1,32, Completed Graduate/Professional Degree,9, a few times a year,1
25791, Slightly Liberal,3,8,8,5,3,4,4,8,4,3,7,5,3,5,5,4,5,5,3,4,1,4,6,8,8,1,5, F,0,23, Currently in Graduate/Professional Sch,, Never,0
25793, Liberal,2,8,,8,3,8,4,4,4,8,8,1,2,5,8,6,8,8,1,5,5,1,2,5,7,2,5, M,1,48, Completed Graduate/Professional Degree,9, a few times a year,1
25797, Other,,8,8,8,8,8,5,8,8,8,8,3,1,5,8,7,7,8,2,6,8,3,1,5,7,5,5, M,1,35, Completed Graduate/Professional Degree,9, a few times a year,1
25798, Slightly Liberal,3,8,8,8,4,8,5,6,8,8,8,1,8,8,8,5,8,8,2,4,6,1,3,8,8,5,8, F,0,27, Completed Graduate/Professional Degree,9, a few times a year,1
25799, Slightly Liberal,3,4,6,3,1,3,8,7,3,8,8,4,3,1,7,5,5,5,1,7,4,1,1,8,8,1,6, M,1,24, Currently in Graduate/Professional Sch,, Never,0
25802, Very Liberal,1,8,8,1,1,5,8,7,5,8,8,2,5,5,6,7,5,5,5,1,4,1,1,8,7,1,7, M,1,36, Some College/University,4, Never,0
25805, Liberal,2,6,8,6,4,7,4,5,6,6,7,1,1,5,8,6,6,5,1,5,5,3,1,8,7,5,7, F,0,19, Currently in College,5, a few times a year,1
25824, Libertarian,,8,6,6,3,7,6,7,6,7,8,5,4,6,8,8,8,7,3,7,1,4,6,7,8,6,8, F,0,30, Completed Graduate/Professional Degree,9, Never,0
25825, Liberal,2,8,8,8,1,8,4,8,8,1,8,4,6,7,8,8,8,8,4,5,5,8,8,8,8,7,8, M,1,32, Completed Graduate/Professional Degree,9, a few times a year,1
25830, Very Liberal,1,5,8,8,1,4,1,7,1,1,8,1,1,1,8,1,4,8,1,1,1,1,1,6,7,4,6, F,0,39, Completed Graduate/Professional Degree,9, Never,0
25832, Slightly Liberal,3,8,8,5,4,8,4,8,6,8,7,5,7,7,8,7,6,5,5,7,7,1,5,7,8,8,7, F,0,31, Some Graduate/Professional School,7, Never,0
25837, Liberal,2,8,8,,8,8,6,5,5,8,8,1,3,5,7,1,6,8,2,1,3,1,1,8,7,1,5, F,0,35, Completed Graduate/Professional Degree,9, a few times a year,1
25838, Slightly Liberal,3,8,8,8,8,8,8,8,8,8,8,1,8,8,1,8,1,8,1,1,8,1,8,8,8,1,1, F,0,64, Completed College/University,6, Never,0
25839, Liberal,2,,8,6,1,7,8,8,1,8,8,1,1,6,7,7,7,8,1,7,6,1,1,6,8,4,1, M,1,59, Completed Graduate/Professional Degree,9, Never,0
25841, Very Liberal,1,8,8,8,3,8,5,8,5,8,8,1,4,3,4,6,6,8,2,2,3,3,5,8,8,4,7, M,1,38, Completed College/University,6, Never,0
25851, Slightly Conservative,5,8,8,5,5,8,1,6,5,6,8,1,1,4,6,7,6,8,1,1,5,6,8,8,8,6,7, M,1,34, Completed Graduate/Professional Degree,9, 99,
25854, Libertarian,,8,7,7,5,8,7,8,7,8,8,6,1,1,8,6,7,8,3,1,1,1,1,8,8,1,8, M,1,56, Some Graduate/Professional School,7, Never,0
25859, Slightly Conservative,5,7,7,5,1,7,4,7,7,6,7,4,6,7,8,8,6,7,4,3,1,4,8,,8,6,5, M,1,40, Some Graduate/Professional School,7, Never,0
25861, Very Liberal,1,8,8,3,8,8,2,8,3,8,8,1,1,5,6,7,7,8,1,5,1,1,1,8,8,1,7, F,0,22, Completed College/University,6, Never,0
25862, Libertarian,,8,7,1,1,8,1,6,5,8,5,6,4,5,8,7,1,8,1,1,1,1,1,8,8,1,8, M,1,65, Some College/University,4, Never,0
25867, Slightly Liberal,3,8,8,8,1,8,6,8,6,8,8,1,1,4,8,5,7,8,1,7,3,4,1,8,8,1,5, F,0,32, Completed Graduate/Professional Degree,9, Never,0
25869, Moderate/middle-of-the-road,4,8,8,8,2,8,8,8,8,8,8,1,8,8,8,1,8,8,8,7,8,1,8,8,8,8,8, M,1,21, Some College/University,4, Never,0
25870, Liberal,2,5,5,5,2,4,4,5,4,8,5,3,2,3,8,8,5,4,1,5,1,1,6,8,8,5,5, M,1,19, Currently in College,5, a few times a year,1
25874, Liberal,2,8,8,8,5,8,8,8,7,8,8,5,1,8,8,8,8,8,1,5,1,1,8,1,8,1,6, M,1,59, Some College/University,4, one or more times each week,3
25877, Libertarian,,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,1,1,8,8,8,1,8, M,1,25, Currently in Graduate/Professional Sch,, one or more times each week,3
25879, Very Liberal,1,8,7,6,1,8,8,8,5,1,8,5,1,7,8,7,8,5,1,3,5,5,8,8,8,1,6, M,1,68, Completed Graduate/Professional Degree,9, Never,0
25884, Liberal,2,8,6,5,4,7,5,8,5,7,8,2,3,4,8,1,8,8,4,4,3,2,1,8,8,1,4, M,1,30, Completed Graduate/Professional Degree,9, one or more times each week,3
25886, Libertarian,,7,8,1,5,6,6,8,7,1,7,1,1,1,7,1,1,7,1,1,1,1,1,7,8,6,7, M,1,62, Completed Graduate/Professional Degree,9, Never,0
25887, Slightly Liberal,3,8,8,7,7,8,8,8,7,8,8,7,7,8,8,7,7,7,7,7,7,4,8,8,8,1,8, M,1,25, Some Graduate/Professional School,7, Never,0
25889, Liberal,2,7,7,8,1,8,6,8,6,7,8,7,1,7,7,8,8,6,6,1,5,1,7,8,8,1,8, F,0,49, Completed Graduate/Professional Degree,9, a few times a year,1
25894, Other,,1,,1,3,1,1,4,4,1,6,,2,4,1,5,5,1,1,1,1,1,1,4,6,1,1, F,0,34, Completed Graduate/Professional Degree,9, Never,0
25896, Liberal,2,8,7,4,3,5,4,6,4,5,7,4,3,4,6,6,6,7,1,4,4,1,5,6,8,5,5, M,1,35, Currently in Graduate/Professional Sch,, a few times a year,1
25898, Slightly Liberal,3,8,8,5,4,5,3,6,4,7,8,3,2,4,7,1,3,8,1,5,1,1,3,6,8,1,4, M,1,53, Completed College/University,6, Never,0
25900, Slightly Liberal,3,8,8,8,1,8,4,8,8,8,8,1,1,8,8,8,6,1,1,1,8,1,7,1,8,1,1, M,1,31, Completed Graduate/Professional Degree,9, Never,0
25904, Other,,8,8,8,8,8,7,8,8,8,8,1,8,8,8,1,8,8,1,1,1,1,7,8,8,1,1, M,1,55, Completed Graduate/Professional Degree,9, Never,0
25912, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,5,8,8,1,1,8,8,5,5,8,1,8,4,4,1,8,8,8,8, F,0,19, Currently in College,5, Never,0
25916, Liberal,2,8,8,6,4,8,6,8,5,8,8,5,4,6,8,7,7,8,4,6,6,5,5,8,8,5,8, F,0,50, Completed Graduate/Professional Degree,9, Never,0
25937, Very Liberal,1,8,5,5,1,7,4,7,3,1,6,1,1,3,8,1,6,8,1,3,1,,2,5,7,1,7, M,1,26, Completed Graduate/Professional Degree,9, Never,0
25945, Liberal,2,8,8,8,4,8,7,8,5,8,8,1,1,8,8,8,5,8,1,7,8,1,8,6,7,1,4, M,1,37, Completed College/University,6, Never,0
25952, Very Liberal,1,7,8,8,3,8,8,8,8,8,8,1,4,1,8,1,8,8,4,6,1,1,4,8,8,6,5, F,0,46, Completed Graduate/Professional Degree,9, Never,0
25953, Libertarian,,8,8,1,1,8,8,8,8,8,8,1,1,2,8,1,,1,8,1,1,1,8,8,8,1,4, M,1,23, Completed College/University,6, Never,0
25956, Liberal,2,8,8,8,8,8,4,8,4,8,8,3,1,2,7,1,7,4,2,8,4,1,3,8,8,4,6, M,1,20, Currently in College,5, one or more times each week,3
25958, Very Liberal,1,8,8,5,4,8,7,8,1,8,7,3,2,1,7,7,7,6,1,3,1,3,2,7,8,1,7, M,1,29, Completed Graduate/Professional Degree,9, Never,0
25959, Liberal,2,6,8,2,2,6,4,7,3,7,8,7,1,5,5,1,5,1,1,3,1,1,1,7,8,1,2, F,0,19, Completed High School,3, Never,0
25963, Liberal,2,6,8,8,1,8,1,8,8,8,8,1,1,1,8,1,8,1,1,1,1,1,1,8,8,1,1, M,1,38, Completed Graduate/Professional Degree,9, Never,0
25965, Conservative,6,8,8,8,3,8,8,8,5,8,8,3,5,8,7,8,6,8,8,6,6,1,8,8,8,7,7, M,1,36, Completed College/University,6, a few times a year,1
25971, Liberal,2,8,8,8,4,8,7,8,6,8,8,1,1,4,7,7,5,7,1,7,6,1,1,8,5,1,7, F,0,48, Completed College/University,6, Never,0
25972, Liberal,2,8,7,8,1,8,,8,1,8,8,1,1,7,7,1,1,7,1,7,1,1,8,8,8,8,8, M,1,22, Some Graduate/Professional School,7, a few times a year,1
25973, Slightly Liberal,3,8,8,5,1,8,3,8,5,8,8,4,3,2,8,3,5,8,2,4,1,8,8,8,8,8,8, F,0,56, Some College/University,4, a few times a year,1
25974, Liberal,2,7,7,6,1,6,6,8,5,7,8,1,1,5,8,7,6,8,1,7,1,1,7,6,8,1,6, M,1,54, Completed Graduate/Professional Degree,9, Never,0
25978, Libertarian,,8,8,7,1,8,4,8,5,8,6,1,6,6,8,7,7,8,1,1,1,1,8,8,8,8,8, F,0,30, Completed Graduate/Professional Degree,9, 99,
25981, Very Liberal,1,5,4,4,2,5,3,4,4,4,6,3,4,4,8,7,5,8,5,5,4,1,3,4,7,1,5, M,1,24, Currently in Graduate/Professional Sch,, Never,0
25986, Liberal,2,6,8,6,8,5,3,5,1,5,5,5,4,4,8,8,6,8,3,5,5,4,4,5,8,8,7, F,0,22, Completed College/University,6, Never,0
25988, Liberal,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,1,8,8,8,1,8, M,1,77, Completed Graduate/Professional Degree,9, a few times a month,2
25989, Liberal,2,8,8,8,4,8,8,8,8,8,8,5,5,6,8,8,6,8,4,6,5,4,8,8,8,7,6, F,0,51, Currently in Graduate/Professional Sch,, a few times a year,1
25991, Libertarian,,6,7,5,5,8,5,5,5,8,7,5,5,6,6,6,6,6,5,5,5,6,8,5,8,5,6, M,1,36, Completed College/University,6, Never,0
25992, Liberal,2,8,7,7,6,8,6,8,6,8,8,6,5,6,8,8,7,8,4,7,1,5,7,7,8,6,8, M,1,44, Completed Graduate/Professional Degree,9, a few times a year,1
25997, Very Liberal,1,,8,8,,8,8,8,4,8,8,8,,6,,,7,8,,5,8,1,8,8,8,8,5, F,0,49, Completed College/University,6, a few times a year,1
26005, Liberal,2,6,8,6,4,5,6,8,6,8,8,3,3,4,6,7,5,6,3,5,2,3,6,4,6,4,4, F,0,58, Completed College/University,6, a few times a year,1
26008, Slightly Liberal,3,8,8,7,4,8,6,8,4,8,8,1,5,6,8,7,6,7,5,6,1,5,7,6,7,7,6, M,1,39, Completed Graduate/Professional Degree,9, Never,0
26012, Other,,1,4,7,1,2,2,1,3,1,8,1,1,1,8,6,4,8,1,1,1,1,8,1,7,1,8, F,0,21, Currently in College,5, a few times a month,2
26018, Libertarian,,8,6,8,1,8,7,8,8,8,8,1,8,8,7,8,1,7,6,7,1,4,1,8,6,1,4, M,1,54, Completed College/University,6, Never,0
26020, Very Liberal,1,8,8,8,3,8,4,8,5,8,8,4,3,3,6,2,8,5,1,5,2,2,1,7,8,4,5, F,0,19, Currently in College,5, Never,0
26025, Slightly Conservative,5,4,5,4,1,4,8,8,4,6,6,1,3,4,6,6,6,8,1,5,5,4,5,5,6,1,8, M,1,34, Completed Graduate/Professional Degree,9, one or more times each week,3
26026, Liberal,2,8,8,8,7,8,5,8,8,8,8,5,8,6,8,7,7,8,1,7,8,5,8,8,8,1,8, F,0,47, Completed College/University,6, Never,0
26027, Slightly Liberal,3,7,6,1,2,8,2,3,4,3,1,3,8,8,1,8,3,4,2,5,1,1,1,5,8,2,5, F,0,54, Completed Graduate/Professional Degree,9, a few times a month,2
26029, Slightly Liberal,3,8,8,8,1,8,7,8,8,8,8,1,5,7,7,7,7,8,1,4,6,4,5,8,8,1,7, F,0,42, Completed Graduate/Professional Degree,9, a few times a year,1
26045, Don't know/not political,,8,8,5,3,6,6,8,8,6,5,6,1,1,8,1,7,8,1,8,1,8,2,8,7,4,5, F,0,22, Currently in High School,2, Never,0
26049, Liberal,2,4,5,4,2,4,3,6,3,6,6,1,1,4,4,1,4,4,1,5,2,1,1,1,5,1,3, M,1,29, Completed College/University,6, Never,0
26050, Moderate/middle-of-the-road,4,8,8,8,4,7,7,5,5,8,8,3,4,4,7,7,7,8,3,6,4,4,8,8,5,4,5, M,1,19, Some College/University,4, Never,0
26051, Very Liberal,1,8,8,8,8,8,8,8,8,8,8,2,1,8,8,5,8,8,1,8,1,8,8,8,8,1,8, M,1,50, Completed Graduate/Professional Degree,9, Never,0
26067, Slightly Liberal,3,5,8,3,3,5,4,8,7,8,6,4,4,4,7,7,4,6,1,4,5,1,8,4,8,1,4, M,1,34, Completed College/University,6, Never,0
26068, Very Liberal,1,8,8,8,1,8,8,8,8,7,8,7,6,5,8,8,7,8,1,8,8,1,8,8,7,5,8, M,1,60, Completed Graduate/Professional Degree,9, a few times a year,1
26076, Liberal,2,8,8,8,1,8,8,8,8,8,8,2,8,8,8,8,,8,,8,8,1,8,8,8,1,8, M,1,50, Completed Graduate/Professional Degree,9, one or more times each week,3
26077, Slightly Liberal,3,8,7,8,2,6,4,8,4,2,6,1,2,2,4,5,4,7,4,1,1,2,1,8,7,5,2, M,1,22, Currently in College,5, a few times a year,1
26081, Other,,6,6,5,1,8,1,8,8,7,6,1,1,1,1,6,8,1,1,6,1,6,8,6,1,1,1, M,1,21, Some College/University,4, one or more times each week,3
26082, Other,,8,8,8,3,8,4,8,5,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,6,7, F,0,31, Completed College/University,6, a few times a year,1
26083, Liberal,2,8,8,7,2,8,4,4,7,4,7,2,3,7,7,7,8,7,4,5,1,1,8,8,8,8,8, F,0,23, Currently in College,5, Never,0
26087, Very Liberal,1,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8, M,1,28, Completed Graduate/Professional Degree,9, a few times a year,1
26088, Liberal,2,8,7,4,4,7,5,4,5,8,8,2,3,5,6,6,7,5,2,5,1,1,4,7,8,1,5, M,1,24, Completed College/University,6, a few times a year,1
26089, Liberal,2,8,8,4,3,8,5,5,4,8,8,8,8,7,6,6,7,6,8,1,1,1,8,8,8,1,4, F,0,24, Completed College/University,6, a few times a year,1
26090, Liberal,2,7,7,3,3,7,1,6,4,1,,3,3,4,7,7,6,1,2,4,1,3,6,7,8,3,7, M,1,18, Currently in High School,2, Never,0
26093, Liberal,2,8,6,5,1,8,5,8,5,8,7,5,8,8,8,8,8,8,1,5,1,1,8,8,1,1,1, F,0,26, Completed College/University,6, Never,0
26095, Slightly Liberal,3,8,7,4,4,8,4,8,1,8,8,4,6,4,8,7,6,4,4,6,5,1,8,,8,6,7, M,1,31, Completed Graduate/Professional Degree,9, Never,0
26097, Liberal,2,8,8,8,2,8,8,8,8,8,8,1,1,7,8,7,5,8,1,7,1,1,8,8,7,1,4, F,0,40, Completed Graduate/Professional Degree,9, a few times a year,1
26098, Liberal,2,8,8,8,3,8,8,8,8,8,8,1,1,8,8,8,8,8,1,8,2,1,8,8,8,8,6, F,0,31, Completed Graduate/Professional Degree,9, Never,0
26100, Liberal,2,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,1,7,7,7,8,8,8,8,7, F,0,27, Currently in College,5, a few times a year,1
26110, Liberal,2,8,8,8,1,7,8,8,6,8,8,4,4,5,8,6,6,8,4,8,4,3,5,8,8,1,5, F,0,47, Completed Graduate/Professional Degree,9, Never,0
26112, Libertarian,,8,5,4,1,8,4,6,8,5,7,5,4,4,7,7,7,1,5,6,5,1,7,5,8,6,8, M,1,45, Some College/University,4, Never,0
26115, Slightly Liberal,3,8,8,8,7,8,8,8,1,8,8,6,8,8,8,8,8,8,8,8,7,7,8,8,8,1,8, F,0,39, Completed Graduate/Professional Degree,9, one or more times each week,3
26116, Slightly Liberal,3,8,8,1,5,8,8,8,1,8,8,3,8,8,1,8,6,8,8,3,1,1,7,8,8,1,6, M,1,62, Some College/University,4, 99,
